text,query,link
Говорят на Майдане шухер.. есть прямая трансляция?953,это была ирония,https://twitter.com/rykov/status/800797452773326848
"А в ГорУВД Одессы, похоже, никто не спит и все на работе… Чего это они? ",это была ирония,https://twitter.com/stanislavskiy/status/436986978786373632
Нам ваш этот совбез и нахой не нужон ,это был сарказм,https://twitter.com/bailongo_go/status/1512123726791430147
"надо не иметь сердца, чтобы смеяться над бедными дипломатами. Позор вам! ",это была ирония,https://twitter.com/aldangl/status/814571881198157824
О нет! Комментаторы жёстко оскорбились от фото Иверсена и Нортуга ,это был сарказм,https://twitter.com/Royal_Pear/status/1516439005839167496
"Ну успели спасти
Не могут же они врать",это была ирония,-
вождь великой и гордой страны ,это был сарказм,https://twitter.com/ciDalJMFxB3MpyK/status/1517292776706256897
"У советских людей в 1949 году ни грабить, ни угонять было нечего ",это была ирония,https://twitter.com/juliamayko/status/1479355426336616456
"Я вообще никого не знаю. Кажется, Соловьев поддерживает ",это была ирония,https://twitter.com/bedrina_eo/status/1299449354449825792
"Вы правый, это очевидно настолько, что дальше некуда. Иностранцам вообще не понять. Смешные... ",это была ирония,https://twitter.com/laviniadurer/status/1378606873205694472
">левый >вы плохие, потому что у вас низкий IQ Ебать, а у нас еще форма черепа может не такая какая-то? Поскреби ""левого"", найдёшь махрового нациста-людоеда. ",это была ирония,https://twitter.com/vyacheslavNebo/status/1407999668089458696
"С творчеством не знакомы, а на ты уже перешли! )) ",это была ирония,https://twitter.com/OlgaBeshley/status/1304125018146824195
"лол, хоть не на два ",это была ирония,https://twitter.com/einhyrningsins/status/449245442023649280
"Кстати, в мире видят, как Турция выносит Мордор в Сирии, Ливии. Ещё чуть- чуть осталось и вынесет. Надо только подождать, пока Мордор сам не уйдет оттуда ",это была ирония,-
"просто офигеть, как жизнеутверждающе... ",это была ирония,-
Ну казах. Это у него в генах. ,это был сарказм,https://twitter.com/predfm/status/1514781519813873669
"Мне нравится, как Украина победит к осени, и все вскоре переключатся на какой-нибудь давно ожидаемый сериал и станут обсуждать его. ",это был сарказм,https://twitter.com/hwhp_/status/1519615836020948992
"Вау, спасибо, я так рад,что ты решил забить на это,мне так,блин,приятно,огромное спасибо просто! ",это был сарказм,https://twitter.com/RealityToHell/status/1505999218204422152
"Мне до сих пор пишут знакомые (бывшие), что раненных русских нет, это все фейк и мирных никто кроме самих украинцев не трогает ",это была ирония,-
Хотите как в 90-е?! ,это была ирония,https://twitter.com/CouchSkipper/status/1415387686941122562
"лишний вес никто не любит,эх ",это была ирония,https://twitter.com/AlexVeoVan/status/352031263382716417
"чтобы выёбываться, очевидно же) ",это была ирония,https://twitter.com/optovoloknope/status/361890876928167937
Сугроб на проезжей части это разделитель потоков. Это безопасно. ,это была ирония,-
"У нас то утро, а вы пиндосы сегодня спать не будете точно ",это была ирония,-
"ВВ никогда ни в чём не виноват. ""Так просто совпало"" (с) ",это была ирония,-
да нет :) это же круто делать хорошему человеку приятное ,это была ирония,https://twitter.com/AndreyLugovoi/status/439013134091968512
"Ага, и всем по 1000 долларов социалку платят… ",это была ирония,https://twitter.com/diktatorZero/status/1419377630902722564
Ты там это… держись чтоль! ,это была ирония,https://twitter.com/suddendef/status/856157646004641793
что за воп? Это типа с песни воп эроина воп воп эроина? ,это была ирония,https://twitter.com/alina_sidak/status/804237144134926336
Я такого за 20 лет работы на МКС ни разу не видел. Хотя в мои обязанности входит обеспечение всех динамических операций. Так что ещё одно враньё от щекастого …. Научитесь проверять факты. Все фотографии с МКС в открытом доступе. ,это был сарказм,https://twitter.com/Pinkelefantback/status/1505270359469215747
И что.... Кто они такие что бы прислушиваться к ним ,это была ирония,-
"...спасибо за веру в мою удачу, милый... ",это был сарказм,https://twitter.com/WolframTea/status/1517164738446245890
"Мне нравится, как в тик токе все резко стали патриотами, не понимая, что означает это слово... ",это был сарказм,https://twitter.com/niapolli/status/1509223945408593926
Внатуре! Apple Pay же есть)) ,это был сарказм,https://twitter.com/Direkt_D/status/1504381607217664009
"Наверняка 1. Она сама спровоцировала и 2. Это был бывший сотрудник, которого как раз за два дня до этого уволили из полиции — расстроился наверн ",это была ирония,https://twitter.com/suddendef/status/1455507450241732610
Теперь нам нужно определиться чья мы колония: немецкая или китайская ,это была ирония,https://twitter.com/kolydka2/status/1019445651065720832
"Вот что-то мне ваш ник не нравится. Субъективно. Значит ли это, что вы априори говорите бред? ",это был сарказм,https://twitter.com/bednyi_yorick/status/1513313146991218693
"а вот тут батька прав, нехер дармоедам кататься за счет налогоплательщиков. Он же не спортсменам это сказал, а чиновникам ",это была ирония,https://twitter.com/judyzlobina2015/status/1420814586299752448
"""Спартак"" не вышел в еврокубки. Хаха, ну и зачем нам эта ГЕЙропа? Ехать туда на бородатых баб смотреть? У нас свои ценности, епт. ",это была ирония,https://twitter.com/nik_korot/status/467180869615370240
"потому, что - ну его нафиг жилы рвать безо всяких гарантий на будущее, не то, что сейчас. очевидно же. ",это была ирония,https://twitter.com/No_Sir25/status/1090687898704326656
"угу, австрийский Райффайзен, который в любой момент прикрыть могут. отличный выбор ?? ",это была ирония,-
"из подсмотренного: бывшие ученики воруют стакан из-под Колы в кфс и бегут в икею пить газировку на халяву. хайфхак, если что. ",это была ирония,https://twitter.com/poloumna/status/665605130750939136
отстань;D ,это была ирония,https://twitter.com/KrastyGuerilla/status/360788956931035137
"Эти вопросы можно решить когда будет хотябы полмиллиона, я думаю)) ",это была ирония,https://twitter.com/GeneralMeg/status/999285700821504000
"Интересно, а куды пропал тот двигатель, на котором они на луну попали? ",это был сарказм,https://twitter.com/Ivolga2015Irina/status/1508371723934179332
пролететь второй раз конечно... ,это была ирония,https://twitter.com/antareshope/status/1316297681451520001
Вчера перебросили под Киев группировку со 100 танками Армата и двумя полками Су-57. Командует группировкой генерал-академик Кадыров. Вчера видео из Штаба показывали по Грозный-ТВ.,это была ирония,-
"Лучше бы выпили за любовь, а не срались тут про Крым. ",это была ирония,https://twitter.com/brass_nn/status/575879020388204544
Ну тогда ладно ,это был сарказм,https://twitter.com/Hans77350425/status/1516392574692597761
"Украинцы, только вы можете нам помочь! Выходите на улицу с плакатами «Нет санкций против России». Сейчас всем нелегко (смайлик указ. палец вверх) давайте поможем друг другу. Во имя Зары и Старбакса в России",это была ирония,-
Смотрите. Сзади Тирион Ланистер в кепке ,это была ирония,https://twitter.com/vovse/status/335040893960736768
"НУ ДА, НУ ДА ВЕРЮ ",это была ирония,https://twitter.com/vrvrfoxx/status/1490269031370301442
Меня назвали невоспитанной и необразованной.. Как дальше жить? ,это была ирония,https://twitter.com/maru__sia/status/565540024561979392
"А я за то, что у нас почти везде нефть ",это была ирония,https://twitter.com/Bce_takoe/status/382221160919732224
"думаю, надо обратиться в Газпром, - он ведь ""содержит"" ""Эхо Москвы"" ... ",это была ирония,https://twitter.com/diessolis2/status/1090314776419463170
"Важно куда они могут пойти с данным обращением, а вариантов тьма",это была ирония,-
"Не у нас фонтан как в Барселоне, а в Барселоне как у нас! ",это была ирония,https://twitter.com/Denis_Dobryakov/status/597793924913172480
Уж лучше за Жирика голосовать лол ,это была ирония,https://twitter.com/Nebuchadnezar_V/status/1379960372753543168
так они походу вообще все там малые хуэсосы ,это была ирония,https://twitter.com/Elapoki/status/345123221697335296
"если не прекратите, я буду плакать :DDD ",это была ирония,https://twitter.com/KohakuNoBaka/status/1104134782819229696
да ты мизантроп! ,это была ирония,https://twitter.com/IncredibleEmmet/status/594115885117366272
"Без алкоголя, без сигарет, без секса, без обжорства, спорт, само собой. Прямо образцовый монах. Медитировать начать, вставать в пять утра? ",это была ирония,-
Адресок возьми. Скоро пол России к ним на заработки приедет. Попроси что бы по блату нас на работу пристроил)) ,это была ирония,-
"Тарелка начинает действовать :) Я таких аргументов не рассматриваю, по причине абсолютной абсурдности. Фенотип > генотип. ",это был сарказм,https://twitter.com/ValeriankaSap/status/1511663504788529156
Чего-чего включить? ,это была ирония,https://twitter.com/RMC_RF/status/1156189658176544769
Не успел Vine под Андроид появиться... ,это была ирония,https://twitter.com/rogalskiya/status/347940784202469376
жаль жириновский сдох... его вой был бы кстати ,это был сарказм,https://twitter.com/preacher_SBU/status/1517185229693329409
А давайте против фермеров на митинг выйдемТо-то они охренеют))) ,это была ирония,https://twitter.com/MiNataliTaliyy/status/1261954679740739584
хотите забрать его? пожалуйста. ,это был сарказм,https://twitter.com/JaceAvi900/status/1517106816102158336
Какой номер маршрута - такой и интервал ,это была ирония,https://twitter.com/seledkin87/status/1188109290197913600
"Поссорились с @KHerodotus . Это я все виноват. Прости меня, пожалуйста ",это была ирония,https://twitter.com/UncleHren/status/344487073962684418
Каких лабораторий??? ,это был сарказм,https://twitter.com/BarmaleikinV/status/1503655953312452610
"Ну например, США не вторгались в Канаду и не устраивали геноцид. Вполне неплохо. ",это была ирония,- 
как мало.. ,это был сарказм,https://twitter.com/ii_laqqs/status/1505951504691302409
"Ужас. Неблагодарные хохлы, русские к ним со всей душей...а они... ",это был сарказм,https://twitter.com/_nakatomi_/status/1516741315127652359
Должна ли Россия ратифицировать браки между веганами? ,это была ирония,https://twitter.com/rykov/status/774915115284066305
а что произошло?,это был сарказм,https://twitter.com/qjqjbngtn/status/1511921164108578817
Виктор Зуев внезапно оказался главным спойлером Звездных войн ,это была ирония,https://twitter.com/mrnodoping/status/1207224268540514304
"да.России так нельзя.Россия так сразу нарушит все,что смогут придумать на западе.Это в России""режим"",а во остальном мире царит свобода демократии.Там и СМИ демократичные,и выборы честные и полиция людей не калечит.И тотальный контроль - это тоже признак настоящей демократии. ",это была ирония,https://twitter.com/KYuri74537110/status/1326435085038612481
"О боже какой колкий ответ, какая игра слов, браво!!! ",это был сарказм,https://twitter.com/DaGuzhii/status/1518932162019475466
"Так и знал, что Гаррет меня и в этом обошел! *посмеивается* ",это была ирония,https://twitter.com/banshml/status/1076246140193046528
"Молодец какая, в следующий раз пей сразу. И иди поспи, поздно уже ",это был сарказм,https://twitter.com/JameteKudasaai/status/1517951617559146505
тип сами по себе будут стрелять? ,это был сарказм,https://twitter.com/Vaivo/status/1508717619200901129
Завтра мы проснёмся в другом твиттере. ,это была ирония,https://twitter.com/poteryashka2007/status/1439583224443940864
Люблю женские заебы. ,это была ирония,https://twitter.com/iBljad/status/327901814374678529
"""Я правильно понимаю, что цены у нас привязаны к доллару только когда он растет, а когда падает, уже не привязаны?"" ",это была ирония,-
А когда вы сами будете перестать покупать у меня газ и перекроет транзит в Европу? Ссыте? Я всё ещё остаюсь мастером стратегии! ,это был сарказм,https://twitter.com/495mskk/status/1512004157686923266
"удачи, дорогая) спишимся) ",это была ирония,https://twitter.com/OlkaVist/status/340933783542960128
Пиздец докатились Дефки теперь отношений не хотят КУДА КАТИТСЯ ЭТОТ МИР Кто-то должен был это написать)))))) ,это была ирония,https://twitter.com/AlexseaSea/status/1185283100374372352
"Дак ведь это важнее, чем сам футбол ",это была ирония,https://twitter.com/misha_melamed/status/1193249089334501377
"Девочки и мальчики, готовьтесь закупаться на рыночках ",это была ирония,Unknown
Не проебали Нижнему - уже прогресс !!! ,это был сарказм,https://twitter.com/__Al_Maz__/status/1505168455116410880
"Вот возьми и привези,вон в этот арс ,а че ",это была ирония,https://twitter.com/vikaaatori/status/450544843622981632
"Его уже так долго пророчат все, кому не лень, что наверно таки накаркали, шайтаны !!!!!!",это была ирония,"Его уже так долго пророчат все, кому не лень, что наверно таки накаркали, шайтаны "
"они ещё плюс к этому вроде как на Тихом океане воевали с Японией и поставляли ленд-лиз, хотя да, это слабый аргумент)) ",это был сарказм,https://twitter.com/vupsen/status/1517182504008040454
А кто это? ,это был сарказм,https://twitter.com/Helen29913209/status/1511701139582078981
Максим не убьет? ,это была ирония,https://twitter.com/Darya3344/status/366139518513987585
Задача буржуазного правительства: довести количество жандармов до идеальной пропорции - 7 сотрудников жандармерии на одного трудящегося. ,это была ирония,https://twitter.com/BO3BPAT/status/1181428770777030657
"То есть на днных направлених денацификация не нужна, нацики могут оставаться у власти и угнетённые могут продолжать сидеть по подвалам? ",это был сарказм,https://twitter.com/kGusev/status/1508888255093264391
"Ведьма, наверное, давайте ее за это сожжём. ",это был сарказм,https://twitter.com/Chudesnov/status/1513809719424606212
Доказано Сколковскими учеными!)) ,это была ирония,https://twitter.com/AlmazAktanysh/status/625735896323764224
"Оспаде, пуховик под пиджаком! Рили? ",это была ирония,-
"Ты ещё мульт про драгов посмотри, говорят топ ",это была ирония,https://twitter.com/anna_karenovna_/status/1085494208981536768
"Спасибо плешивому деду, за такую победу!!! ",это была ирония,https://twitter.com/RazrBo/status/1388046755837644800
Объясните как украинский вертолёт мог спокойно залететь на территорию расеи незамеченным? И вообще если расея говорила что уничтожила всю нашу воздушку? Посмотрите сколько на таком вертолете надо лететь с Украины до расеи. ,это была ирония,-
Неординарный старичок ;D ,это была ирония,https://twitter.com/beriablya/status/357185706604511233
Ого! Они тоже против войны? ,это была ирония,-
"Страшный рецидивист Навальный в тюрьме. Ну теперь-то заживем, товарищи ",это был сарказм,https://twitter.com/chikovacmm/status/1506345638342103054
Я извиняюсь... А где там еще война? Что такое арцахе? ,это была ирония,https://twitter.com/ganimed31/status/1321001703131566081
Ну всё. Я мартышка. И нет я не обиделся. ,это был сарказм,https://twitter.com/_horny_sukuna_/status/1512153410467999745
Согласен. Винда в 2к20 ,это была ирония,https://twitter.com/a1tusha/status/1302877660977266690
"Ну что ты? Сюсен ведь так одинока, она живет без родителей. Омер единственный, кто о ней беспокоится. Ну и что, что она скрывает смерть его брата, в этом нет ничего страшного. Зато она любит Омера. [конечно же, я так не думаю, эта ситуация ужасна] ",это был сарказм,https://twitter.com/IlalalalalI/status/1515668125236224000
Ну хоть доллар дешевый слава богу ,это был сарказм,https://twitter.com/cash4realdeal/status/1512523198516305920
"Это правда. На Украине полчища нацистов-наркоманов, которые одновременно готовили нападение на Россию, на Беларусь и на Донбасс. Это правда. ",это был сарказм,https://twitter.com/pneumothorax_xx/status/1507022512663769088
А оружие продаётся в любом военторге во Львове. ,это была ирония,-
"Лучше бы выпили за любовь, а не срались тут про Крым. ",это была ирония,https://twitter.com/martin_camera/status/577159592175661057
"Не могу не отметить иронию того, что ты сейчас спрашиваешь за войну с технологиями т.н. ""экошиза"" ",это была ирония,https://twitter.com/RomaZhu/status/1490623895803731973
Ты в мак что ли пошла? ,это была ирония,https://twitter.com/AnnyMagicGranny/status/1104680675440033793
"У Тинькова онкология, что ему сделают на западе? Откажут в лечении? ",это была ирония,-
"эй, это же прогрессивная и благословенная Европа, к которой надо стремиться всем нам, черномазым крестьянам! как это нет??? ",это была ирония,https://twitter.com/vdemidko/status/396388670418067456
у кого есть знакомые-феминистки? ,это была ирония,https://twitter.com/andriyanov_no/status/1490967356738129920
"Мразь Савченко освобождена. Конечно, с самого начала было ясно, что Кремль отдаст этот символ укропо-духа. ",это была ирония,https://twitter.com/sa_ageev/status/735508471811080193
"видимо, переусердствовал в подготовке.. ",это была ирония,https://twitter.com/la_bullet/status/430190716292448256
"То есть браконьеры убивают направо налево - это нормально, а их уж попытать немного нельзя ",это была ирония,https://twitter.com/koblenz/status/1102943451363057664
А куда делся Чуркин?! ,это был сарказм,https://twitter.com/litvinov_yuriy/status/1511589666272821248
"Так ваш любимый Соловьёв делает... Тут вижу, тут не вижу. ",это был сарказм,https://twitter.com/AbdullaevNamik/status/1507475868632948737
"Настоящие руководители никогда не отказываются от своих решений у них есть яйца и наши деньги! Никакого популизма, так поступают только слабаки ",это была ирония,https://twitter.com/GaffiMaks/status/1481460703550709762
"Я не смотрел, что за Майор Гром? ",это была ирония,https://twitter.com/BrainstormNo/status/1390310004528386049
"Дерматолог из другой страны пишет как правильно проводить кампанию по вакцинации и заодно объясняет деонтологические нормы общения с онкологическими пациентами. Дерматолог. Умгу.Жду треда по вазопрессорам, трудной интубации и почечным дозам допамина.В ОРИТ сейчас разбираются все ",это была ирония,https://twitter.com/Diver_medicus/status/1407406976439574532
"А, ну раз не онкология, значит над другими заболеваниями шутить можно – так и запишем. ",это была ирония,-
"Дубраменко проблематик, потому что Лилия пырнула Диму ножом, а он её простил. При этом сам же потом от опасностей ограждал, на что она жаловалась и не хотела этого. Это абъюз, причём двусторонний! ",это была ирония,-
победитель по жизни ,это была ирония,https://twitter.com/Miroshnikov89/status/1487721310272868355
Данублин? Это как?.. ,это была ирония,-
"Есть прогресс, он первый раз не соврал, сказал сегодня что жирик умер. ",это был сарказм,https://twitter.com/ReDDay20/status/1511959596700606464
"Ой, а что случилось? А зачем нам это? А что нам с этой информацией делать теперь? Аналогии искать? Сравнивать? ",это была ирония,-
Так и набралось 50% голосов за едросов. ,это была ирония,https://twitter.com/jc_ru/status/777560348035522560
Мои авы соответствуют политической обстановке. ,это была ирония,https://twitter.com/poteryashka2007/status/1483807348657434629
"Доллар ниже 92. Жаль, Жириновский не дожил до краха зелёной бумажки. Или дожил? ",это был сарказм,https://twitter.com/maxibrujo/status/1508533841820069889
А может Украину депутатами закидаем? У нас их много и санкции за это не ведут? ,это был сарказм,https://twitter.com/MishaPeril/status/1516489957606633474
Игорь Худобяк надежда молодежного состава Ростова! ,это была ирония,https://twitter.com/NikitaKirilenko/status/442596190375657472
Тот кто сидит в социальных сетях никогда не станет элитой ,это была ирония,https://twitter.com/Maymayymayy/status/588791296648708097
"Как мы пообщались с гордым сыном маленькой, но великой Чехии. Свои твиты он удалил - запутался, мол, в беседе, нить потерял. Но на самом деле он потерял стыд и совесть. По нашим ответам это понятно. ",это был сарказм,https://twitter.com/Elena_Bers/status/1505816049576464386
Это все пропаганда! Не было никаких колхозов! Коммунисты нам врали! ,это была ирония,https://twitter.com/kosterok81/status/1057160573069209601
"Ты разбираешься в сортах говна, так держать)) ",это была ирония,https://twitter.com/artemkazan88/status/1318580675172311040
"Абсолютно не согласен, иначе стоит уволить самого Третьякова за то, что он постоянно постит фоточки подбухивания. Какой он пример подаёт студентам, а? А? ",это была ирония,https://twitter.com/st_olegus/status/1110535030122729473
"Вы должны знать, как я выгляжу в этом солнечном городе! ",это была ирония,https://twitter.com/alexas/status/1101400532390985729
Атлишна чего :))) Хотя бы официально подтвердили лол ,это был сарказм,https://twitter.com/AsWonders/status/1504110116223664133
"вот редиска невоспитанная, люди давно для этого унитазы придумали)) ",это была ирония,https://twitter.com/asker7777777/status/1490224813822164992
Почему в тестах на IQ нет задач на чувство юмора?) ,это была ирония,https://twitter.com/timurus/status/1333684569451720704
Запрещаем людям с триколором снимать видосики в тиктоке. Столько фандомных штук и шутеечек пришлось прослистнуть.....сколько..... ,это был сарказм,https://twitter.com/pJVCBLpGz7vRvlq/status/1515288655413317633
"а ты рисковый парень. Но вообще да, хотя лично мы тоже знакомы, но тогда он жарил мою знакомую. ",это была ирония,https://twitter.com/dirtyserpent/status/444464417225584640
"Жене стукнуло 58. Смотрю на неё - выглядит на 40. Выбирает, куда нам поехать - на Мальту или на Карибы. А жила бы в РФ, была бы, как все. Сидела бы на лавочке у подъезда, в косынке, вонючая, обсуждая мудозвона, ждала бы выхода на пенсию. А то позор какой-то, блин. Не патриотично. ",это была ирония,https://twitter.com/Iamright19/status/1186059741056917504
"Это какое-то особое заразное мозговое расстройство, передающееся путем излучения радио и телевидения. ",это был сарказм,https://twitter.com/jubinskaya/status/1503081173622267908
Карлик штоле? ,это была ирония,https://twitter.com/shurabushman/status/1377354940335550465
"Посмотрела открытие Универсиады, которое вчера пропустила. Загнивает Россия, чо... :) ",это была ирония,https://twitter.com/magicMashustik/status/353794037582544898
"Не глумитесь, просто таджики первый раз в жизни ремонтируют авианосец. Подучатся и всё путём будет ",это была ирония,https://twitter.com/bolshoiuuxx/status/1205072715725639680
Party hard: проснулась дома в одежде. Который раз уже. ,это была ирония,https://twitter.com/mango_duck/status/368544162506760192
"Только что начался мой первый большой и серьёзный разговор об отношениях, инициатором которого была не я. Поздравьте меня. ",это была ирония,https://twitter.com/aprelskayaa/status/552949999945146370
Диссиденты!! ,это был сарказм,https://twitter.com/KleinTheChariot/status/1512814306500521991
"Удачи заменить топ менеджеров на блогеров в прекрасной России будущего. Ещё Сталин говорил, что любая домохозяйка может управлять страной )))) ",это был сарказм,https://twitter.com/5_kolonna_man/status/1506994067640627200
"Но всё же, весело ",это была ирония,https://twitter.com/Lucifer_Lytik/status/1197607025074745344
Мы все в пизде и катимся в ещё большую ,это был сарказм,https://twitter.com/persik_kz/status/1506342855706562562
"спорт вне политики, зачем дискриминировать спортсменов ",это был сарказм,https://twitter.com/gomellawyer/status/1505282379363274752
"Но-но! У меня лента приличная, здесь грязно не ругаются! ",это была ирония,-
Э - экология На замену белой бумаге в магазинах стала появляться жёлтая «эко-бумага». Она выпускается на российских заводах без использования западных отбеливателей. ,это был сарказм,https://twitter.com/Emelittences/status/1516067391880503296
Вы хотите зарезать киевский торт!!! ,это был сарказм,https://twitter.com/jirnikotik/status/1496408498002964482
Попахивает экстремизмом ,это была ирония,https://twitter.com/The_Dump21/status/1156198166133379072
"математик,который разбирается в психологии-это гораздо более вероятно,чем психолог,который умеет суммировать ряды.Твой ход. ",это была ирония,https://twitter.com/iodhevavhe/status/582788668949159936
"А как же кибербуллинг, а вдруг я не настолько эволюционировал, что не смогу отвернуться от монитора? ",это была ирония,https://twitter.com/GloerArdFeainn/status/1025030905461698562
"Цели ясны, задачи определены, за работу товарищи!) ",это был сарказм,https://twitter.com/McCloudVN/status/1513571833785823234
"ты лучшая, в себе не сомневайся, им бесполезно, что-то объяснять, когда есть все факты, а им лень их найти. гавное знай ты права на 100% ",это была ирония,https://twitter.com/imnotterorist/status/1480920014618251275
Мне так нравится список твоих киннов я не могу ,это был сарказм,https://twitter.com/CheerfulStarlet/status/1508904637289709576
Битки раздаешь? ,это был сарказм,https://twitter.com/Ivanger_T/status/1519365264038637569
"Почему бы ради разнообразия не съездить на работу к 8:30 и не послушать OK Computer (ремастер классный, и это пока единственное, что понимает мне настроение) ",это была ирония,https://twitter.com/poctus1/status/1097723189633921025
Внезапно! Шок! Сенсация! Так делают все политики! ,это был сарказм,https://twitter.com/throeng/status/1518640444099411971
"Приложение твиттера настолько хорошо кэширует аватарки, что даже если пользователь сменит её, то вы всё равно будете лицезреть старую :) ",это была ирония,https://twitter.com/ahmed_sulajman/status/368889936235069441
"Пора заводить Яндекс кошелек для поддержки бедных военных, от которых отказался Путин и Шойгу! Не бросим ребят! ",это была ирония,https://twitter.com/dternovskiy/status/441163299200057345
"Когда Семин пришел за рокерами, я молчал: я не был рокером. Когда он громил охранителей, я молчал: я не был охранителем. Когда он громил КПРФ, я молчал: я не был членом КПРФ. Когда он пришел за геймерами — заступиться за меня было уже некому. ",это была ирония,https://twitter.com/FFatbad/status/1460487428934979584
"Какие же они твари! Разве это так сложно – отказаться от газа?! На улице +15 зачем им газ вообще, вот они сумасшедшие! ",это был сарказм,https://twitter.com/Y3Cqg/status/1514706056986963984
ну это же лучше чем посадить организм таблетками))))))))) ,это был сарказм,https://twitter.com/liiving_cool/status/1507277259991830528
"Есть такой завет великих айтишников: ""работает - не трогай"". Если схема работает, то зачем что-то менять?! ",это была ирония,https://twitter.com/denisemenov/status/1488892597519233030
"Ваше мнение очень важно для нас, держите в курсе ",это был сарказм,https://twitter.com/washpowder_/status/1513429179643146241
"- приходишь на игру своих друзей - тебя замечает детвора и начинает просить автографы - ты соглашаешься и уделяешь время ребятишкам, радуя их - тебя поливают говном за это в целом довольно логично ",это был сарказм,https://twitter.com/sklyar_nikita23/status/1512708936268402697
"Место, которое все любят, и куда стремятся? Кипр. Надо было присоединять Кипр, А не этот убогий Крым, чтоб он утонул уже нахуй. ",это была ирония,https://twitter.com/AllaAllP/status/1467041448524660738
"Настоящий наследник династии Романовых — британский дизайнер Ростислав Романов. Принадлежит к ветви «Михайловичей» рода Романовых — мужской линии потомков великого князя Михаила Николаевича, младшего сына Императора Николая I. ",это была ирония,https://twitter.com/foscaecon/status/1445620888364204036
"А я ненавижу, когда в 6 утра по будням собака за стеной воет на весь дом, потому что соседи ушли на работу, а её дома оставили. Мне теперь и соседей ненавидеть с их вонючей псиной? Или может стоит чуть помягче относиться к чужому желанию запускать в новогоднюю ночь фейерверки? ",это была ирония,https://twitter.com/nickitey/status/1477556710332063749
"Давай, россиянин, покажи этой ебаной Москве! ",это был сарказм,https://twitter.com/Slyooni/status/1496217389335199749
"Конечно нет, совсем что ли дурачок? ",это была ирония,https://twitter.com/tbe4HsJDTprBBRy/status/1193716498486956032
"Вот достали, так достали. Даже вон Вольфыч, самый спокойный политик РФ, готов к крайним мерам ",это была ирония,https://twitter.com/DM55283/status/1199530378022850563
Каждый раз в кино/в театре/на концерте чувствую себя бездельником. Потому что кругом деловые люди в телефонах сидят ,это был сарказм,https://twitter.com/LisaPatrikeevna/status/1516681057768194049
"Не надо нам пиздеть тут..доллар и евро упали,урожай на Кубани хороший!В штатах и в Европе-бензин подорожал,продовольствия в магазинах нет,предприятия закрываются! ",это был сарказм,https://twitter.com/aVnuiTnBnTcd8bc/status/1512123796530024453
"Вот и ущербные подтянулись. Действительно, хлопушки, дым - это недопустимо! Нужно было всем семки купить и молча сидеть. ",это была ирония,https://twitter.com/gulliverFCSM/status/1152841649673908226
"Видимо, у китайцев есть какой-то особый ген? Давайте об этом тоже поговорим. Что ж они не выйдут и не свергнуть неадекватно правительство? Зачем они их переизбирают? ",это был сарказм,https://twitter.com/predfm/status/1514300632643088389
Ну и в чём он не прав? ,это была ирония,https://twitter.com/wild_kind_/status/1471363875421499392
"че непонятного!? Есть 2 баллисты, между ними летает ракета... ",это была ирония,https://twitter.com/sozidatelbratsk/status/545286559063629826
"Христо Грозев считает, что на Львов сегодня запустили последние 4 ракеты. Больше ракет у путина нет ",это был сарказм,https://twitter.com/GrigorukSerg/status/1516142521495306251
"Так это и к лучшему. Может, власти озаботятся ростом зарплат населения, чтобы оно стало драйвером роста, а не пухнущие от прибыли банки? ",это была ирония,https://twitter.com/Starrai11551792/status/1453939072930443264
"итого высвобождение всего 3-4%, крайне низкий показатель за всю историю :) ",это была ирония,-
Какие же всё-таки осетины крутые заставили девчонку рыдать и извиняться реально настоящие мужики. ,это была ирония,https://twitter.com/vqslvv/status/1447983067059130370
А это на несчастье тоже распространяется ? ,это была ирония,https://twitter.com/vikschum/status/1447688438241796102
